ID Cliente,Score de riesgo,Probabilidad de default
1661,389,0.399
1662,593,0.138
1663,660,0.115
1664,834,0.455
1665,894,0.373
1666,995,0.16
1667,387,0.184
1668,352,0.384
1669,702,0.448
1670,815,0.228
1671,832,0.471
1672,543,0.198
1673,937,0.22
1674,351,0.452
1675,542,0.195
1676,701,0.244
1677,956,0.111
1678,855,0.36
1679,918,0.09
1680,963,0.578
1681,412,0.318
1682,522,0.474
1683,966,0.223
1684,730,0.203
1685,473,0.2
1686,646,0.274
1687,646,0.394
1688,974,0.15
1689,484,0.351
1690,695,0.16
1691,584,0.172
1692,612,0.206
1693,497,0.218
1694,866,0.467
1695,370,0.482
1696,864,0.424
1697,766,0.371
1698,825,0.226
1699,797,0.251
1700,832,0.182
1701,761,0.221
1702,825,0.249
1703,414,0.258
1704,682,0.44
1705,494,0.596
1706,506,0.554
1707,731,0.11
1708,804,0.074
1709,761,0.1
1710,410,0.057
1711,739,0.056
1712,978,0.264
1713,912,0.249
1714,468,0.188
1715,731,0.035
1716,967,0.302
1717,557,0.057
1718,754,0.114
1719,939,0.61
1720,651,0.046
1721,422,0.116
1722,1000,0.112
1723,591,0.14
1724,636,0.045
1725,578,0.458
1726,530,0.082
1727,967,0.229
1728,408,0.249
1729,844,0.524
1730,425,0.346
1731,879,0.53
1732,626,0.209
1733,566,0.347
1734,787,0.297
1735,947,0.537
1736,575,0.485
1737,361,0.157
1738,470,0.414
1739,914,0.484
1740,391,0.325
1741,374,0.364
1742,925,0.343
1743,420,0.427
1744,783,0.436
1745,562,0.547
1746,437,0.343
1747,467,0.108
1748,815,0.159
1749,500,0.255
1750,401,0.529
1751,318,0.324
1752,665,0.341
1753,780,0.215
1754,721,0.1
1755,833,0.495
1756,658,0.406
1757,940,0.427
1758,448,0.334
1759,796,0.297
1760,690,0.064
1761,306,0.307
1762,632,0.36
1763,322,0.436
1764,389,0.092
1765,829,0.137
1766,882,0.064
1767,365,0.308
1768,352,0.274
1769,702,0.316
1770,441,0.453
1771,324,0.356
1772,332,0.097
1773,987,0.297
1774,850,0.238
1775,677,0.18
1776,667,0.281
1777,511,0.262
1778,432,0.339
1779,924,0.032
1780,448,0.309
1781,675,0.073
1782,376,0.458
1783,825,0.727
1784,865,0.5
1785,984,0.145
1786,797,0.133
1787,980,0.344
1788,391,0.089
1789,682,0.475
1790,940,0.062
1791,807,0.11
1792,429,0.467
1793,371,0.087
1794,952,0.22
1795,702,0.036
1796,810,0.368
1797,425,0.487
1798,804,0.095
1799,813,0.232
1800,778,0.313
1801,309,0.571
1802,752,0.14
1803,770,0.044
1804,673,0.791
1805,364,0.043
1806,408,0.301
1807,599,0.19
1808,341,0.697
1809,558,0.07
1810,922,0.335
1811,713,0.159
1812,327,0.444
1813,862,0.31
1814,670,0.464
1815,512,0.249
1816,936,0.196
1817,851,0.353
1818,453,0.48
1819,457,0.123
1820,593,0.451
1821,660,0.012
1822,665,0.101
1823,752,0.084
1824,921,0.122
1825,533,0.115
1826,476,0.244
1827,938,0.245
1828,891,0.331
1829,351,0.298
1830,747,0.412
1831,629,0.315
1832,893,0.312
1833,852,0.257
1834,595,0.381
1835,645,0.077
1836,453,0.241
1837,531,0.388
1838,631,0.125
1839,445,0.199
1840,781,0.053
1841,678,0.128
1842,675,0.185
1843,867,0.376
1844,329,0.137
1845,728,0.136
1846,797,0.324
1847,886,0.269
1848,793,0.085
1849,863,0.219
1850,495,0.152
1851,437,0.44
1852,993,0.559
1853,490,0.409
1854,970,0.264
1855,779,0.337
1856,477,0.084
1857,711,0.147
1858,662,0.224
1859,848,0.36
1860,971,0.28
1861,548,0.532
1862,996,0.371
1863,744,0.306
1864,640,0.147
1865,525,0.196
1866,307,0.182
1867,834,0.503
1868,648,0.548
1869,465,0.328
1870,574,0.432
1871,847,0.204
1872,988,0.023
1873,999,0.443
1874,611,0.433
1875,526,0.454
1876,358,0.218
1877,396,0.257
1878,548,0.386
1879,560,0.39
1880,702,0.649
1881,357,0.117
1882,356,0.326
1883,981,0.267
1884,372,0.341
1885,689,0.097
1886,833,0.54
1887,352,0.495
1888,868,0.166
1889,402,0.183
1890,411,0.637
1891,806,0.46
1892,669,0.178
1893,946,0.382
1894,484,0.288
1895,325,0.385
1896,324,0.131
1897,563,0.226
1898,820,0.308
1899,519,0.236
1900,751,0.444
1901,471,0.373
1902,469,0.119
1903,694,0.316
1904,411,0.362
1905,982,0.121
1906,985,0.101
1907,589,0.534
1908,879,0.156
1909,957,0.256
1910,438,0.274
1911,518,0.287
1912,702,0.064
1913,797,0.107
1914,324,0.668
1915,705,0.522
1916,551,0.308
1917,745,0.123
1918,976,0.003
1919,892,0.296
1920,376,0.048
1921,623,0.273
1922,779,0.163
1923,583,0.117
1924,457,0.289
1925,985,0.065
1926,467,0.025
1927,448,0.706
1928,442,0.135
1929,942,0.37
1930,636,0.119
1931,762,0.156
1932,396,0.281
1933,752,0.173
1934,563,0.53
1935,692,0.296
1936,645,0.026
1937,685,0.207
1938,464,0.176
1939,809,0.185
1940,783,0.202
1941,695,0.31
1942,830,0.297
1943,749,0.088
1944,827,0.435
1945,813,0.796
1946,704,0.31
1947,821,0.399
1948,917,0.534
1949,316,0.232
1950,503,0.292
1951,306,0.078
1952,857,0.092
1953,989,0.189
1954,810,0.21
1955,309,0.175
1956,948,0.236
1957,312,0.459
1958,488,0.3
1959,731,0.139
1960,443,0.172
1961,724,0.138
1962,585,0.254
1963,627,0.09
1964,994,0.592
1965,822,0.055
1966,735,0.302
1967,790,0.076
1968,630,0.099
1969,347,0.215
1970,556,0.276
1971,386,0.428
1972,331,0.129
1973,617,0.189
1974,442,0.285
1975,391,0.264
1976,488,0.244
1977,377,0.532
1978,739,0.244
1979,333,0.396
1980,959,0.22
1981,417,0.249
1982,323,0.063
1983,839,0.453
1984,713,0.417
1985,849,0.311
1986,513,0.37
1987,428,0.473
1988,932,0.32
1989,511,0.372
1990,752,0.064
1991,460,0.421
1992,408,0.225
1993,876,0.337
1994,727,0.444
1995,363,0.373
1996,308,0.076
1997,331,0.303
1998,424,0.679
1999,581,0.254
2000,920,0.061
2001,469,0.566
2002,475,0.333
2003,544,0.188
2004,555,0.052
2005,450,0.487
2006,402,0.575
2007,836,0.366
2008,440,0.223
2009,964,0.328
2010,572,0.034
2011,919,0.23
2012,326,0.396
2013,950,0.211
2014,433,0.353
2015,890,0.36
2016,592,0.288
2017,523,0.064
2018,667,0.232
2019,405,0.287
2020,776,0.105
2021,976,0.176
2022,501,0.134
2023,614,0.196
2024,309,0.152
2025,556,0.143
2026,863,0.174
2027,445,0.025
2028,657,0.145
2029,672,0.144
2030,789,0.184
2031,402,0.065
2032,347,0.296
2033,484,0.363
2034,402,0.407
2035,523,0.446
2036,902,0.177
2037,676,0.736
2038,410,0.322
2039,621,0.054
2040,939,0.094
2041,452,0.216
2042,655,0.029
2043,642,0.369
2044,931,0.465
2045,716,0.23
2046,583,0.132
2047,456,0.243
2048,995,0.154
2049,698,0.22
2050,826,0.373
2051,662,0.48
2052,742,0.348
2053,734,0.318
2054,931,0.279
2055,640,0.412
2056,547,0.234
2057,773,0.152
2058,417,0.836
2059,391,0.317
2060,847,0.11
2061,736,0.613
2062,823,0.044
2063,839,0.359
2064,374,0.453
2065,378,0.268
2066,994,0.307
2067,378,0.508
2068,504,0.188
2069,840,0.172
2070,581,0.151
2071,322,0.454
2072,828,0.244
2073,432,0.298
2074,358,0.164
2075,955,0.173
2076,914,0.443
2077,905,0.585
2078,801,0.269
2079,741,0.151
2080,581,0.103
2081,470,0.145
2082,425,0.225
2083,385,0.213
2084,997,0.156
2085,920,0.147
2086,813,0.66
2087,855,0.27
2088,405,0.143
2089,518,0.106
2090,920,0.39
2091,855,0.29
2092,604,0.099
2093,390,0.101
2094,795,0.133
2095,380,0.479
2096,996,0.4
2097,433,0.106
2098,706,0.234
2099,637,0.276
2100,855,0.099
2101,796,0.318
2102,365,0.215
2103,600,0.26
2104,830,0.423
2105,542,0.107
2106,547,0.14
2107,815,0.122
2108,396,0.189
2109,653,0.132
2110,395,0.209
2111,535,0.294
2112,436,0.256
2113,656,0.265
2114,347,0.115
2115,463,0.29
2116,799,0.283
2117,494,0.147
2118,573,0.259
2119,801,0.186
2120,772,0.331
2121,620,0.204
2122,480,0.669
2123,925,0.449
2124,725,0.656
2125,873,0.093
2126,425,0.235
2127,974,0.406
2128,484,0.534
2129,439,0.402
2130,348,0.195
2131,770,0.11
2132,796,0.203
2133,449,0.221
2134,901,0.314
2135,623,0.137
2136,626,0.13
2137,650,0.392
2138,577,0.311
2139,446,0.092
2140,864,0.277
2141,585,0.454
2142,453,0.162
2143,724,0.39
2144,449,0.114
2145,872,0.39
2146,372,0.117
2147,601,0.141
2148,357,0.071
2149,840,0.151
2150,864,0.233
2151,970,0.067
2152,587,0.424
2153,308,0.412
2154,777,0.524
2155,848,0.037
2156,779,0.163
2157,707,0.215
2158,367,0.341
2159,607,0.103
2160,601,0.248
2161,572,0.046
2162,832,0.015
2163,859,0.32
2164,752,0.458
2165,816,0.455
2166,777,0.185
2167,817,0.536
2168,345,0.115
2169,908,0.117
2170,923,0.582
2171,756,0.264
2172,746,0.282
2173,942,0.479
2174,970,0.138
2175,678,0.086
2176,914,0.161
2177,946,0.332
2178,315,0.474
2179,807,0.538
2180,903,0.25
2181,677,0.222
2182,954,0.111
2183,654,0.295
2184,923,0.304
2185,778,0.453
2186,691,0.186
2187,483,0.039
2188,763,0.163
2189,909,0.372
2190,684,0.274
2191,958,0.238
2192,830,0.197
2193,386,0.366
2194,491,0.31
2195,941,0.076
2196,503,0.421
2197,322,0.219
2198,995,0.151
2199,918,0.077
2200,800,0.193
2201,893,0.1
2202,779,0.125
2203,458,0.191
2204,613,0.183
2205,567,0.139
2206,932,0.247
2207,974,0.22
2208,303,0.338
2209,529,0.179
2210,784,0.404
2211,629,0.295
2212,505,0.681
2213,304,0.284
2214,452,0.281
2215,724,0.303
2216,316,0.243
2217,1000,0.142
2218,511,0.156
2219,588,0.136
2220,948,0.047
2221,477,0.024
2222,970,0.179
2223,473,0.593
2224,922,0.406
2225,943,0.289
2226,330,0.409
2227,303,0.387
2228,317,0.158
2229,637,0.256
2230,531,0.301
2231,347,0.15
2232,362,0.275
2233,569,0.221
2234,389,0.489
2235,898,0.566
2236,588,0.331
2237,380,0.109
2238,469,0.543
2239,971,0.108
2240,923,0.175
2241,398,0.425
2242,982,0.242
2243,996,0.271
2244,777,0.252
2245,442,0.33
2246,605,0.294
2247,671,0.246
2248,882,0.242
2249,874,0.093
2250,881,0.103
2251,692,0.394
2252,952,0.378
2253,403,0.083
2254,445,0.068
2255,974,0.212
2256,300,0.344
2257,424,0.31
2258,669,0.07
2259,335,0.213
2260,541,0.195
2261,789,0.229
2262,464,0.314
2263,421,0.558
2264,893,0.231
2265,375,0.285
2266,632,0.685
2267,990,0.296
2268,385,0.164
2269,771,0.199
2270,669,0.358
2271,636,0.224
2272,880,0.376
2273,917,0.306
2274,364,0.427
2275,838,0.008
2276,691,0.313
2277,305,0.293
2278,688,0.31
2279,737,0.299
2280,416,0.485
2281,445,0.116
2282,975,0.421
2283,396,0.274
2284,609,0.153
2285,461,0.531
2286,587,0.486
2287,862,0.529
2288,942,0.155
2289,640,0.186
2290,824,0.514
2291,819,0.211
2292,727,0.389
2293,713,0.162
2294,563,0.277
2295,646,0.122
2296,658,0.074
2297,435,0.547
2298,616,0.624
2299,762,0.281
2300,498,0.207
2301,375,0.185
2302,719,0.382
2303,662,0.402
2304,905,0.226
2305,745,0.116
2306,702,0.032
2307,317,0.318
2308,983,0.417
2309,668,0.467
2310,959,0.186
2311,813,0.044
2312,329,0.344
2313,734,0.148
2314,471,0.084
2315,549,0.058
2316,790,0.214
2317,346,0.159
2318,598,0.295
2319,822,0.125
2320,769,0.374
2321,725,0.333
2322,574,0.329
2323,686,0.366
2324,815,0.296
2325,782,0.029
2326,977,0.195
2327,755,0.156
2328,461,0.358
2329,606,0.259
2330,714,0.137
2331,915,0.253
2332,638,0.35
2333,336,0.274
2334,523,0.354
2335,358,0.333
2336,519,0.271
2337,660,0.127
2338,324,0.436
2339,752,0.107
2340,506,0.178
2341,324,0.472
2342,383,0.036
2343,547,0.216
2344,547,0.077
2345,350,0.599
2346,821,0.185
2347,476,0.097
2348,424,0.111
2349,465,0.198
2350,647,0.507
2351,425,0.251
2352,668,0.288
2353,546,0.678
2354,369,0.129
2355,822,0.192
2356,382,0.344
2357,699,0.43
2358,971,0.049
2359,685,0.61
2360,357,0.514
2361,773,0.152
2362,378,0.17
2363,484,0.237
2364,376,0.501
2365,370,0.191
2366,415,0.271
2367,484,0.33
2368,622,0.272
2369,314,0.037
2370,741,0.151
2371,814,0.085
2372,357,0.192
2373,582,0.087
2374,698,0.285
2375,999,0.326
2376,711,0.425
2377,986,0.278
2378,876,0.397
2379,736,0.114
2380,310,0.363
2381,490,0.525
2382,815,0.252
2383,865,0.188
2384,359,0.193
2385,455,0.057
2386,437,0.309
2387,768,0.035
2388,975,0.551
2389,891,0.079
2390,614,0.153
2391,984,0.039
2392,478,0.358
2393,345,0.258
2394,696,0.256
2395,648,0.54
2396,431,0.393
2397,981,0.346
2398,710,0.187
2399,435,0.32
2400,916,0.358
2401,325,0.622
2402,812,0.141
2403,790,0.74
2404,767,0.635
2405,901,0.443
2406,338,0.475
2407,326,0.36
2408,497,0.279
2409,827,0.26
2410,622,0.274
2411,321,0.258
2412,372,0.238
2413,995,0.218
2414,740,0.182
2415,691,0.015
2416,946,0.191
2417,631,0.09
2418,300,0.425
2419,737,0.172
2420,507,0.191
2421,313,0.18
2422,521,0.297
2423,543,0.303
2424,958,0.099
2425,574,0.12
2426,888,0.507
2427,407,0.589
2428,629,0.021
2429,922,0.09
2430,424,0.141
2431,392,0.536
2432,711,0.241
2433,536,0.208
2434,954,0.297
2435,508,0.253
2436,618,0.351
2437,322,0.521
2438,726,0.109
2439,309,0.08
2440,476,0.458
2441,589,0.33
2442,906,0.084
2443,379,0.386
2444,705,0.4
2445,399,0.476
2446,718,0.106
2447,322,0.305
2448,689,0.036
2449,546,0.223
2450,901,0.386
2451,785,0.06
2452,817,0.397
2453,318,0.308
2454,790,0.145
2455,409,0.181
2456,906,0.218
2457,898,0.661
2458,695,0.303
2459,312,0.144
2460,641,0.052
2461,887,0.154
2462,458,0.442
2463,632,0.406
2464,322,0.404
2465,539,0.283
2466,494,0.04
2467,437,0.374
2468,809,0.029
2469,522,0.482
2470,727,0.262
2471,754,0.161
2472,307,0.231
2473,515,0.141
2474,583,0.363
2475,792,0.345
2476,738,0.329
2477,622,0.277
2478,972,0.055
2479,925,0.248
2480,712,0.101
2481,516,0.492
2482,444,0.486
2483,945,0.53
2484,473,0.279
2485,569,0.234
2486,976,0.449
2487,918,0.237
2488,328,0.204
2489,519,0.121
2490,800,0.451
2491,348,0.237
2492,301,0.484
2493,900,0.136
2494,369,0.371
2495,345,0.327
2496,362,0.194
2497,930,0.154
2498,791,0.589
2499,796,0.321
2500,326,0.155
2501,490,0.415
2502,527,0.042
2503,523,0.291
2504,594,0.413
2505,357,0.243
2506,953,0.129
2507,961,0.358
2508,828,0.511
2509,795,0.018
2510,337,0.286
2511,397,0.054
2512,357,0.266
2513,646,0.235
2514,828,0.399
2515,931,0.163
2516,834,0.494
2517,781,0.196
2518,512,0.351
2519,447,0.29
2520,395,0.246
2521,759,0.161
2522,559,0.298
2523,372,0.087
2524,630,0.304
2525,348,0.157
2526,521,0.145
2527,664,0.367
2528,804,0.156
2529,331,0.304
2530,839,0.185
2531,979,0.607
2532,336,0.277
2533,478,0.357
2534,356,0.43
2535,635,0.248
2536,795,0.517
2537,883,0.208
2538,494,0.213
2539,302,0.155
2540,501,0.178
2541,490,0.202
2542,506,0.377
2543,410,0.339
2544,646,0.409
2545,805,0.076
2546,862,0.296
2547,433,0.165
2548,580,0.255
2549,525,0.229
2550,837,0.379
2551,515,0.247
2552,891,0.313
2553,591,0.126
2554,320,0.473
2555,521,0.319
2556,860,0.273
2557,639,0.045
2558,673,0.312
2559,871,0.292
2560,745,0.194
2561,678,0.141
2562,830,0.267
2563,694,0.263
2564,889,0.334
2565,655,0.688
2566,942,0.159
2567,740,0.206
2568,513,0.218
2569,427,0.302
2570,811,0.539
2571,918,0.387
2572,752,0.191
2573,992,0.714
2574,617,0.278
2575,344,0.436
2576,356,0.232
2577,685,0.255
2578,482,0.222
2579,616,0.388
2580,707,0.142
2581,816,0.181
2582,965,0.352
2583,775,0.42
2584,318,0.435
2585,330,0.118
2586,790,0.49
2587,958,0.755
2588,767,0.557
2589,695,0.219
2590,718,0.611
2591,672,0.089
2592,936,0.584
2593,627,0.428
2594,836,0.208
2595,452,0.194
2596,952,0.32
2597,597,0.227
2598,442,0.202
2599,834,0.236
2600,411,0.117
2601,568,0.218
2602,395,0.1
2603,630,0.52
2604,471,0.263
2605,761,0.408
2606,590,0.24
2607,534,0.321
2608,718,0.015
2609,605,0.227
2610,787,0.293
2611,386,0.287
2612,632,0.138
2613,597,0.2
2614,442,0.288
2615,359,0.067
2616,301,0.217
2617,716,0.655
2618,452,0.516
2619,553,0.194
2620,870,0.074
2621,667,0.313
2622,324,0.243
2623,432,0.334
2624,542,0.681
2625,361,0.402
2626,726,0.03
2627,915,0.411
2628,751,0.387
2629,377,0.213
2630,404,0.135
2631,902,0.311
2632,975,0.175
2633,679,0.284
2634,693,0.43
2635,414,0.18
2636,961,0.308
2637,897,0.437
2638,839,0.12
2639,347,0.103
2640,487,0.218
2641,895,0.203
2642,874,0.222
2643,813,0.168
2644,350,0.178
2645,525,0.519
2646,667,0.339
2647,379,0.492
2648,505,0.111
2649,927,0.472
2650,698,0.119
2651,826,0.137
2652,516,0.15
2653,342,0.358
2654,755,0.091
2655,914,0.43
2656,593,0.433
2657,874,0.078
2658,798,0.261
2659,537,0.336
2660,606,0.192
2661,889,0.546
2662,894,0.215
2663,453,0.257
2664,396,0.442
2665,473,0.354
2666,951,0.112
2667,392,0.433
2668,951,0.096
2669,328,0.003
2670,360,0.151
2671,340,0.227
2672,793,0.131
2673,959,0.037
2674,969,0.459
2675,594,0.149
2676,595,0.092
2677,478,0.171
2678,557,0.167
2679,748,0.524
2680,967,0.295
2681,606,0.224
2682,419,0.055
2683,563,0.461
2684,586,0.558
2685,850,0.247
2686,487,0.589
2687,541,0.247
2688,894,0.408
2689,504,0.328
2690,955,0.248
2691,578,0.111
2692,694,0.463
2693,771,0.077
2694,676,0.101
2695,993,0.343
2696,624,0.226
2697,311,0.142
2698,591,0.205
2699,356,0.333
2700,453,0.022
2701,903,0.129
2702,763,0.38
2703,901,0.422
2704,815,0.084
2705,955,0.122
2706,321,0.486
2707,406,0.228
2708,625,0.398
2709,725,0.052
2710,538,0.296
2711,640,0.072
2712,338,0.235
2713,961,0.117
2714,329,0.414
2715,713,0.065
2716,460,0.211
2717,915,0.647
2718,969,0.021
2719,608,0.459
2720,713,0.13
2721,433,0.662
2722,865,0.554
2723,634,0.272
2724,335,0.109
2725,942,0.348
2726,379,0.048
2727,736,0.447
2728,419,0.18
2729,433,0.411
2730,704,0.473
2731,564,0.256
2732,532,0.348
2733,746,0.205
2734,726,0.281
2735,327,0.521
2736,600,0.242
2737,869,0.303
2738,328,0.581
2739,676,0.303
2740,612,0.326
2741,332,0.127
2742,753,0.267
2743,919,0.15
2744,800,0.168
2745,571,0.568
2746,800,0.064
2747,892,0.519
2748,381,0.412
2749,907,0.432
2750,445,0.221
2751,868,0.319
2752,583,0.759
2753,979,0.003
2754,435,0.32
2755,952,0.09
2756,471,0.239
2757,858,0.417
2758,309,0.182
2759,596,0.367
2760,629,0.345
2761,732,0.301
2762,747,0.441
2763,314,0.344
2764,515,0.667
2765,1000,0.425
2766,552,0.399
2767,629,0.224
2768,863,0.266
2769,729,0.307
2770,358,0.482
2771,475,0.299
2772,673,0.083
2773,594,0.291
2774,937,0.407
2775,853,0.415
2776,606,0.287
2777,647,0.224
2778,660,0.324
2779,365,0.328
2780,869,0.191
2781,938,0.384
2782,815,0.087
2783,534,0.336
2784,732,0.028
2785,686,0.313
2786,331,0.553
2787,986,0.337
2788,873,0.185
2789,525,0.2
2790,443,0.703
2791,751,0.537
2792,317,0.253
2793,689,0.376
2794,661,0.35
2795,620,0.318
2796,891,0.529
2797,592,0.03
2798,372,0.393
2799,399,0.083
2800,781,0.132
2801,555,0.316
2802,614,0.236
2803,461,0.233
2804,592,0.281
2805,461,0.502
2806,940,0.506
2807,608,0.442
2808,873,0.136
2809,442,0.303
2810,522,0.25
2811,606,0.188
2812,313,0.312
2813,909,0.542
2814,870,0.527
2815,479,0.299
2816,812,0.325
2817,526,0.565
2818,758,0.327
2819,444,0.063
2820,944,0.469
2821,956,0.182
2822,782,0.269
2823,858,0.201
2824,732,0.327
2825,541,0.134
2826,915,0.525
2827,576,0.21
2828,968,0.469
2829,487,0.634
2830,985,0.304
2831,399,0.196
2832,821,0.489
2833,383,0.023
2834,352,0.528
2835,426,0.332
2836,946,0.425
2837,585,0.307
2838,354,0.104
2839,876,0.288
2840,320,0.274
2841,599,0.163
2842,658,0.1
2843,442,0.431
2844,909,0.321
2845,301,0.16
2846,656,0.578
2847,942,0.159
2848,987,0.04
2849,751,0.302
2850,346,0.123
2851,726,0.27
2852,838,0.235
2853,847,0.079
2854,991,0.099
2855,787,0.492
2856,862,0.361
2857,641,0.107
2858,971,0.23
2859,828,0.215
2860,578,0.168
2861,471,0.11
2862,601,0.104
2863,695,0.259
2864,865,0.338
2865,824,0.335
2866,626,0.45
2867,749,0.414
2868,361,0.181
2869,500,0.274
2870,963,0.195
2871,369,0.143
2872,1000,0.499
2873,796,0.291
2874,507,0.175
2875,764,0.229
2876,777,0.491
2877,755,0.217
2878,430,0.388
2879,772,0.3
2880,968,0.33
2881,576,0.15
2882,353,0.254
2883,689,0.309
2884,514,0.273
2885,310,0.202
2886,753,0.086
2887,710,0.226
2888,883,0.663
2889,408,0.439
2890,326,0.18
2891,715,0.21
2892,648,0.272
2893,588,0.334
2894,816,0.211
2895,785,0.173
2896,564,0.467
2897,952,0.472
2898,524,0.431
2899,649,0.13
2900,388,0.2
2901,945,0.427
2902,402,0.103
2903,629,0.091
2904,424,0.225
2905,603,0.285
2906,382,0.251
2907,566,0.251
2908,700,0.185
2909,685,0.282
2910,660,0.483
2911,356,0.275
2912,676,0.66
2913,486,0.313
2914,778,0.529
2915,985,0.104
2916,636,0.475
2917,946,0.137
2918,393,0.14
2919,786,0.406
2920,697,0.126
2921,820,0.436
2922,820,0.157
2923,412,0.073
2924,421,0.169
2925,685,0.631
2926,919,0.28
2927,641,0.164
2928,762,0.286
2929,681,0.361
2930,929,0.172
2931,455,0.617
2932,427,0.739
2933,342,0.211
2934,874,0.534
2935,680,0.19
2936,956,0.334
2937,574,0.372
2938,688,0.183
2939,322,0.289
2940,683,0.548
2941,428,0.789
2942,710,0.148
2943,580,0.262
2944,481,0.345
2945,527,0.327
2946,380,0.228
2947,887,0.143
2948,580,0.131
2949,930,0.335
2950,933,0.126
2951,473,0.365
2952,658,0.197
2953,870,0.203
2954,674,0.409
2955,354,0.257
2956,963,0.186
2957,630,0.516
2958,963,0.267
2959,686,0.417
2960,979,0.416
2961,447,0.106
2962,642,0.203
2963,496,0.507
2964,423,0.062
2965,632,0.246
2966,783,0.227
2967,753,0.255
2968,648,0.132
2969,752,0.5
2970,378,0.155
2971,307,0.397
2972,672,0.175
2973,866,0.293
2974,848,0.339
2975,756,0.163
2976,569,0.135
2977,731,0.409
2978,900,0.166
2979,525,0.292
2980,622,0.007
2981,971,0.414
2982,719,0.344
2983,634,0.173
2984,421,0.076
2985,775,0.226
2986,536,0.262
2987,943,0.395
2988,681,0.156
2989,703,0.509
2990,688,0.762
2991,746,0.015
2992,993,0.196
2993,492,0.296
2994,760,0.212
2995,409,0.228
2996,513,0.074
2997,952,0.286
2998,762,0.204
2999,884,0.489
3000,814,0.336
