ID Cliente,Nº Productos,Saldo Promedio,Fecha Alta,Activo (Sí/No)
708,5,151640.02,2019-12-11,Sí
709,3,89770.95,2019-05-10,Sí
710,4,189292.98,2024-11-20,Sí
711,4,157910.45,2016-08-08,Sí
712,3,219717.7,2022-08-27,Sí
713,1,130230.84,2025-02-23,Sí
714,4,89482.34,2019-01-26,Sí
715,1,249105.18,2020-09-27,Sí
716,1,95352.0,2022-10-15,Sí
717,5,112864.63,2015-12-26,Sí
718,5,204190.53,2022-05-01,Sí
719,2,31272.7,2018-01-30,No
720,5,102757.63,2024-01-12,No
721,4,30570.42,2020-09-03,No
722,4,43433.41,2025-02-08,Sí
723,1,11113.8,2018-06-12,Sí
724,4,12290.63,2018-05-08,Sí
725,5,101269.09,2025-03-28,Sí
726,5,204199.31,2015-07-15,Sí
727,5,150881.05,2015-10-08,Sí
728,3,162379.37,2023-03-05,Sí
729,4,134619.82,2016-02-02,No
730,2,206750.35,2021-06-25,Sí
731,4,221290.89,2022-01-03,No
732,4,213937.77,2022-02-23,Sí
733,3,204911.71,2019-02-02,Sí
734,4,53851.14,2022-09-22,No
735,1,152530.29,2024-02-27,Sí
736,5,149719.17,2016-09-10,Sí
737,5,136706.56,2022-11-18,Sí
738,3,125395.07,2022-02-20,No
739,5,31400.91,2015-11-21,Sí
740,1,34519.18,2017-05-03,Sí
741,3,226547.58,2024-02-12,Sí
742,2,161244.75,2017-04-12,Sí
743,5,72956.13,2022-08-12,Sí
744,4,77032.09,2023-01-27,No
745,1,156446.76,2015-12-30,Sí
746,1,107664.39,2018-11-29,No
747,5,115917.8,2017-12-14,Sí
748,2,24556.0,2024-01-11,Sí
749,4,43297.4,2023-08-31,No
750,2,104404.1,2018-05-31,Sí
751,2,177924.74,2023-09-14,Sí
752,5,21526.09,2021-04-04,No
753,4,90293.87,2023-03-24,Sí
754,5,176817.27,2015-10-01,Sí
755,5,200092.19,2022-11-24,Sí
756,1,55652.97,2017-04-23,Sí
757,5,185556.91,2023-12-06,No
758,3,239298.81,2021-11-22,Sí
759,4,227634.92,2018-03-13,Sí
760,1,199450.26,2016-03-18,Sí
761,4,180958.4,2025-01-15,Sí
762,1,66433.19,2019-10-07,Sí
763,3,162136.77,2022-11-11,Sí
764,5,164385.76,2024-02-15,Sí
765,1,107637.12,2017-08-27,Sí
766,1,128323.71,2023-06-06,Sí
767,1,176566.84,2023-12-08,Sí
768,3,238504.37,2024-04-06,Sí
769,4,80873.49,2021-04-10,Sí
770,3,69127.16,2024-07-17,No
771,1,154433.65,2022-02-14,Sí
772,1,41391.79,2015-06-05,Sí
773,5,149807.88,2022-10-27,Sí
774,3,31324.36,2017-07-19,Sí
775,3,127740.13,2025-04-26,Sí
776,2,158899.45,2018-02-12,Sí
777,4,26826.31,2018-03-18,Sí
778,2,59668.76,2023-10-02,Sí
779,2,90489.83,2021-02-26,Sí
780,4,98463.69,2023-10-24,Sí
781,5,172265.11,2017-05-16,Sí
782,5,136965.12,2018-05-27,Sí
783,4,101706.03,2018-04-19,No
784,4,118162.3,2025-01-25,Sí
785,3,13114.4,2023-05-17,Sí
786,3,194926.07,2022-07-13,Sí
787,3,19841.13,2015-06-25,Sí
788,3,209036.2,2023-07-08,Sí
789,1,139839.17,2025-02-25,No
790,1,136676.61,2024-06-19,Sí
791,5,179098.87,2018-10-03,Sí
792,1,216294.29,2022-02-01,Sí
793,1,236235.08,2018-02-05,Sí
794,3,140408.77,2019-10-29,Sí
795,3,46157.98,2023-12-28,No
796,4,220871.42,2019-09-04,Sí
797,3,19761.28,2017-08-25,Sí
798,4,203760.92,2017-05-24,Sí
799,4,173301.19,2021-03-01,Sí
800,1,227134.63,2018-12-13,Sí
801,3,225391.16,2017-07-27,Sí
802,1,22756.98,2020-11-26,Sí
803,3,156267.14,2022-02-17,Sí
804,1,39921.15,2020-01-09,Sí
805,1,28832.47,2020-04-13,Sí
806,1,117586.51,2022-06-10,Sí
807,5,33423.41,2016-11-29,Sí
808,1,184696.57,2018-11-13,Sí
809,2,242545.77,2015-07-14,Sí
810,2,146699.91,2022-11-29,No
811,2,66440.53,2018-09-25,Sí
812,4,212369.53,2024-08-25,Sí
813,1,214744.81,2023-05-23,Sí
814,2,185868.63,2022-11-02,Sí
815,4,157631.72,2019-05-18,Sí
816,2,218270.19,2015-11-22,Sí
817,3,49190.0,2020-08-27,Sí
818,5,233584.03,2022-01-03,Sí
819,1,237328.76,2017-04-12,Sí
820,5,219278.17,2020-05-16,Sí
821,5,70158.89,2019-11-29,Sí
822,3,215962.81,2015-07-05,Sí
823,3,129433.17,2021-08-13,Sí
824,3,152783.26,2024-10-01,Sí
825,4,211744.15,2022-07-25,Sí
826,2,17099.88,2025-01-11,Sí
827,1,97106.22,2017-09-28,No
828,3,205766.41,2016-09-08,Sí
829,1,205349.15,2019-08-16,Sí
830,1,213685.1,2022-04-04,No
831,1,50611.82,2017-05-23,Sí
832,3,179412.79,2019-01-23,Sí
833,3,45160.8,2023-11-05,No
834,2,198423.52,2021-02-13,Sí
835,3,68830.24,2018-03-15,Sí
836,3,187076.25,2015-11-30,Sí
837,1,119200.39,2023-09-02,Sí
838,2,246703.23,2022-03-31,Sí
839,5,149174.52,2018-06-06,Sí
840,3,161819.05,2018-12-04,Sí
841,3,98359.24,2025-01-05,Sí
842,5,186284.84,2019-11-26,No
843,1,128772.55,2018-03-25,Sí
844,2,14335.99,2023-01-28,No
845,1,156059.58,2018-10-05,Sí
846,4,209310.3,2022-06-11,Sí
847,3,66832.42,2017-11-14,Sí
848,4,63055.3,2023-09-08,Sí
849,3,156132.68,2020-05-12,Sí
850,4,206315.03,2021-07-21,Sí
851,5,69908.88,2024-05-20,Sí
852,3,233743.04,2024-05-12,Sí
853,3,232572.97,2017-08-10,Sí
854,4,58128.8,2015-06-03,Sí
855,2,73308.26,2021-05-14,No
856,4,178143.71,2017-09-27,Sí
857,3,238415.95,2018-10-12,Sí
858,3,180371.85,2018-07-25,No
859,2,116776.01,2024-12-22,Sí
860,1,50560.32,2017-11-14,Sí
861,2,120642.36,2023-01-20,Sí
862,1,155624.27,2016-07-06,Sí
863,3,89428.46,2017-07-25,Sí
864,5,132461.88,2018-11-27,Sí
865,5,41251.39,2022-02-24,Sí
866,4,118525.15,2022-07-05,Sí
867,2,31786.2,2020-08-12,Sí
868,2,21781.3,2018-01-05,Sí
869,5,215737.58,2016-05-31,No
870,1,59219.58,2020-01-16,Sí
871,2,148037.28,2017-11-26,Sí
872,1,45755.86,2019-06-02,No
873,1,73006.62,2016-06-20,Sí
874,1,96721.46,2017-09-19,Sí
875,1,44482.34,2025-02-01,Sí
876,4,21030.95,2023-12-29,Sí
877,4,220518.35,2020-02-07,Sí
878,5,12839.88,2021-05-12,Sí
879,4,24717.04,2015-06-29,Sí
880,2,203217.32,2019-10-11,Sí
881,4,77682.0,2022-01-29,Sí
882,2,183476.87,2023-05-01,Sí
883,2,45094.18,2016-03-27,Sí
884,1,66947.62,2020-09-03,Sí
885,5,147466.36,2017-06-16,Sí
886,1,247272.6,2017-08-28,Sí
887,1,27626.67,2024-05-31,Sí
888,4,106133.1,2021-01-10,Sí
889,4,20339.43,2025-02-12,Sí
890,2,57814.35,2024-10-26,No
891,4,227793.05,2019-12-09,Sí
892,4,33150.42,2019-01-09,Sí
893,3,215645.42,2020-08-02,Sí
894,2,52672.78,2018-11-07,Sí
895,2,216828.36,2022-03-10,Sí
896,3,139125.27,2020-05-25,No
897,2,220769.6,2016-12-24,Sí
898,5,46408.87,2016-06-30,Sí
899,5,192888.77,2024-09-11,Sí
900,3,173367.66,2022-06-06,Sí
901,4,140304.01,2016-02-23,Sí
902,5,204540.96,2015-06-29,Sí
903,3,165586.25,2024-04-08,Sí
904,5,220491.26,2016-11-13,Sí
905,1,101454.92,2021-12-04,Sí
906,3,151581.56,2016-01-14,Sí
907,2,218944.2,2025-05-03,Sí
908,5,61555.38,2021-04-23,Sí
909,2,126577.93,2025-03-14,Sí
910,3,240578.04,2022-07-24,Sí
911,5,123664.43,2017-05-03,Sí
912,2,70679.07,2020-04-01,Sí
913,4,94258.3,2017-09-22,Sí
914,4,222420.19,2017-01-21,No
915,1,239171.93,2017-04-20,Sí
916,3,238025.83,2016-10-20,Sí
917,2,177746.17,2018-07-31,Sí
918,1,132304.45,2016-07-10,Sí
919,3,53845.34,2016-10-12,Sí
920,4,39573.04,2016-03-25,Sí
921,2,24343.99,2016-04-06,Sí
922,5,14251.58,2022-08-03,Sí
923,4,220748.01,2023-05-20,No
924,5,204180.72,2019-02-15,Sí
925,5,146277.13,2023-10-07,No
926,2,249693.58,2023-05-05,Sí
927,2,238732.5,2018-08-16,Sí
928,5,167226.15,2016-03-22,No
929,1,121497.9,2021-05-22,Sí
930,5,46520.97,2015-10-17,Sí
931,5,133742.51,2024-08-27,Sí
932,2,47858.48,2019-12-05,Sí
933,3,105628.31,2023-04-22,Sí
934,4,236235.55,2018-09-25,Sí
935,2,92074.96,2021-06-26,Sí
936,1,46668.95,2017-06-17,Sí
937,4,149775.19,2022-09-10,No
938,2,154567.4,2015-10-31,Sí
939,2,56513.02,2017-09-03,Sí
940,3,57180.78,2022-10-22,Sí
941,1,247491.95,2020-06-28,Sí
942,1,68387.46,2018-04-23,Sí
943,2,211166.09,2015-09-29,Sí
944,3,122877.72,2020-03-13,No
945,2,114397.42,2024-08-22,Sí
946,5,80790.98,2022-03-14,Sí
947,5,195718.19,2017-04-16,Sí
948,3,221358.61,2024-10-16,Sí
949,2,72670.59,2022-10-10,Sí
950,3,32823.2,2023-04-17,Sí
951,2,42860.69,2024-07-19,No
952,2,200272.85,2024-05-09,Sí
953,5,114598.46,2020-04-25,Sí
954,4,41659.52,2020-01-28,Sí
955,1,91669.17,2018-05-22,Sí
956,1,133416.52,2016-05-26,Sí
957,3,214492.4,2018-05-26,Sí
958,1,164018.38,2019-03-12,Sí
959,5,52247.87,2021-05-24,Sí
960,4,48088.65,2025-05-02,Sí
961,2,108960.21,2021-12-01,Sí
962,2,28046.28,2019-07-09,Sí
963,5,191338.53,2017-06-24,No
964,1,106348.92,2016-12-05,Sí
965,2,92325.71,2018-08-04,Sí
966,1,132186.0,2025-01-26,Sí
967,5,180149.63,2020-05-13,Sí
968,2,146643.27,2024-07-08,Sí
969,3,202576.67,2020-08-13,Sí
970,4,161047.02,2016-08-30,Sí
971,1,199112.86,2021-06-30,Sí
972,1,177227.75,2022-03-26,Sí
973,1,56349.48,2021-02-15,Sí
974,1,22565.07,2016-03-02,No
975,5,226815.23,2019-06-14,No
976,5,236957.48,2020-09-29,Sí
977,5,184463.75,2021-10-07,Sí
978,5,183809.4,2023-12-25,Sí
979,2,74835.3,2022-12-31,Sí
980,5,140186.01,2021-09-27,Sí
981,2,248137.52,2022-03-15,Sí
982,3,215474.46,2015-07-12,Sí
983,5,83054.64,2023-02-05,No
984,3,82251.01,2021-05-04,Sí
985,5,126058.55,2023-04-18,Sí
986,3,107103.68,2016-09-08,Sí
987,4,99076.73,2017-09-11,Sí
988,3,160473.26,2017-05-14,Sí
989,2,12758.19,2020-04-14,Sí
990,1,193201.51,2021-01-13,Sí
991,3,187612.72,2024-03-08,No
992,1,209278.16,2023-11-28,Sí
993,4,211948.16,2021-04-09,Sí
994,4,145935.93,2023-02-15,Sí
995,2,197217.74,2021-07-08,Sí
996,2,128174.83,2018-08-26,No
997,3,238367.16,2024-08-17,Sí
998,5,55767.65,2024-02-26,Sí
999,4,229748.1,2023-05-24,Sí
1000,1,72047.29,2024-08-31,Sí
1001,5,34653.61,2021-05-08,Sí
1002,4,115385.07,2021-08-02,Sí
1003,3,157580.14,2020-01-19,Sí
1004,4,65437.57,2019-11-19,No
1005,2,143391.1,2016-08-30,Sí
1006,1,203894.41,2018-12-08,Sí
1007,1,71700.39,2022-10-03,Sí
1008,2,149277.34,2017-04-19,Sí
1009,5,91435.02,2023-05-13,Sí
1010,2,137144.43,2022-04-11,Sí
1011,1,170060.56,2019-10-26,No
1012,3,94101.42,2022-09-19,Sí
1013,5,248675.89,2019-03-09,Sí
1014,4,145306.05,2018-10-05,Sí
1015,3,207870.77,2019-08-18,Sí
1016,5,184032.45,2018-01-04,Sí
1017,1,214673.28,2016-01-11,Sí
1018,1,51712.23,2019-04-05,Sí
1019,3,63412.89,2017-06-03,Sí
1020,5,126978.68,2022-08-15,No
1021,4,214558.88,2024-04-18,Sí
1022,4,57425.58,2022-04-16,Sí
1023,2,243055.8,2021-03-13,Sí
1024,3,40624.55,2022-05-28,Sí
1025,5,52018.71,2018-07-25,Sí
1026,3,50136.11,2020-02-02,Sí
1027,4,150641.43,2024-07-11,Sí
1028,5,230209.86,2020-05-29,No
1029,1,71226.73,2017-03-22,Sí
1030,1,142728.84,2022-06-26,Sí
1031,5,52185.4,2020-12-26,Sí
1032,3,161472.86,2016-01-19,Sí
1033,3,39579.12,2017-11-18,Sí
1034,1,127914.58,2022-04-18,Sí
1035,1,167243.64,2021-09-09,Sí
1036,4,148990.7,2022-07-30,Sí
1037,5,43600.12,2017-02-28,Sí
1038,3,48729.61,2022-07-25,Sí
1039,4,171133.84,2016-05-08,Sí
1040,3,204138.23,2019-03-12,Sí
1041,1,227937.86,2023-01-09,Sí
1042,5,205266.76,2019-07-22,Sí
1043,2,243741.73,2021-02-19,Sí
1044,5,107980.43,2021-02-16,Sí
1045,2,89479.78,2022-04-21,No
1046,4,16764.17,2019-03-20,Sí
1047,2,117975.01,2025-02-14,Sí
1048,2,166329.17,2019-09-21,Sí
1049,4,205698.07,2021-10-10,Sí
1050,5,74189.29,2017-07-14,Sí
1051,4,133261.91,2016-07-07,Sí
1052,1,168882.3,2018-09-16,Sí
1053,1,142384.69,2023-08-29,Sí
1054,2,75764.97,2019-10-03,Sí
1055,4,201107.79,2019-03-27,Sí
1056,4,51606.64,2024-09-19,No
1057,4,227195.16,2018-05-15,Sí
1058,5,238623.22,2024-02-01,Sí
1059,3,97737.58,2020-10-07,Sí
1060,3,100283.63,2017-12-29,Sí
1061,3,188386.78,2022-01-22,Sí
1062,5,119509.26,2021-04-25,Sí
1063,4,16866.43,2025-01-14,Sí
1064,3,230770.41,2022-11-23,Sí
1065,4,113380.08,2016-03-02,Sí
1066,2,58838.82,2023-01-17,No
1067,3,143359.38,2020-11-05,Sí
1068,2,62537.48,2020-12-31,Sí
1069,5,59445.28,2015-12-22,Sí
1070,1,140975.52,2021-09-05,Sí
1071,5,103850.15,2024-07-14,Sí
1072,5,147518.39,2020-08-22,No
1073,5,249238.1,2022-05-29,Sí
1074,3,216164.36,2024-06-05,Sí
1075,2,11840.99,2022-06-21,No
1076,3,22133.37,2021-06-01,No
1077,1,156419.07,2015-10-14,Sí
1078,5,160301.46,2016-10-18,Sí
1079,4,220765.8,2022-04-16,Sí
1080,1,160973.72,2023-05-28,No
1081,2,64651.49,2021-11-14,Sí
1082,1,122443.89,2016-05-14,Sí
1083,3,204156.5,2018-09-06,Sí
1084,4,231477.99,2024-12-25,Sí
1085,3,66859.63,2024-09-30,No
1086,5,139505.14,2023-04-22,Sí
1087,5,48142.61,2025-05-10,No
1088,1,129279.93,2015-07-19,Sí
1089,5,31627.39,2017-06-04,No
1090,5,236014.74,2016-11-10,Sí
1091,2,163133.55,2024-10-12,Sí
1092,2,215012.02,2019-03-10,No
1093,3,249590.84,2024-08-22,Sí
1094,3,53839.84,2017-04-23,Sí
1095,2,176594.42,2022-05-28,Sí
1096,1,222876.71,2021-11-22,Sí
1097,2,148225.16,2015-10-21,No
1098,3,163527.13,2022-07-09,Sí
1099,4,107841.06,2015-09-17,Sí
1100,5,171942.6,2017-08-19,Sí
1101,4,104938.7,2018-11-30,Sí
1102,4,124388.71,2022-05-19,Sí
1103,5,34698.82,2022-05-20,Sí
1104,2,11874.02,2021-02-03,Sí
1105,1,23236.27,2021-07-24,No
1106,4,56205.19,2021-08-04,Sí
1107,1,119584.92,2023-12-26,Sí
1108,3,15038.58,2023-09-26,Sí
1109,4,47424.79,2016-06-27,Sí
1110,3,197546.7,2017-10-25,Sí
1111,2,192919.97,2018-07-22,Sí
1112,4,199535.27,2024-05-09,Sí
1113,3,231169.83,2019-03-14,No
1114,3,38577.04,2022-03-01,Sí
1115,2,49153.57,2017-08-11,Sí
1116,1,90052.87,2017-10-22,No
1117,1,229633.89,2020-01-09,Sí
1118,4,196114.66,2022-10-19,No
1119,2,87789.11,2015-11-27,Sí
1120,4,31032.6,2021-10-18,Sí
1121,1,157931.21,2017-10-02,Sí
1122,2,71636.6,2024-01-21,Sí
1123,5,137476.62,2023-04-03,Sí
1124,2,236032.81,2023-08-06,Sí
1125,2,147428.14,2022-03-02,Sí
1126,5,231720.26,2017-07-26,Sí
1127,3,104329.31,2017-06-04,Sí
1128,3,162004.32,2018-07-31,Sí
1129,3,224533.59,2017-09-30,No
1130,1,151116.95,2024-09-04,Sí
1131,2,157575.68,2025-01-18,No
1132,5,181913.92,2016-12-27,Sí
1133,1,221705.86,2016-11-05,Sí
1134,5,31163.21,2015-09-14,Sí
1135,1,90846.25,2021-07-18,Sí
1136,1,105444.33,2023-11-04,No
1137,1,228330.32,2015-09-16,Sí
1138,5,239441.9,2022-08-05,Sí
1139,4,38891.31,2017-09-17,Sí
1140,1,38585.84,2015-07-12,Sí
1141,3,234366.83,2024-11-04,Sí
1142,2,80985.26,2023-03-29,Sí
1143,4,68035.46,2017-03-21,Sí
1144,4,18549.49,2019-08-14,Sí
1145,5,76143.02,2016-04-01,Sí
1146,4,176446.34,2019-11-28,Sí
1147,5,112248.68,2024-01-12,Sí
1148,5,134048.88,2017-02-13,Sí
1149,3,230150.94,2024-11-28,No
1150,1,37525.55,2018-06-16,Sí
1151,4,27097.77,2021-07-24,Sí
1152,1,214463.38,2017-03-16,Sí
1153,1,195965.39,2022-10-09,Sí
1154,1,73296.2,2017-08-15,Sí
1155,5,87816.19,2022-11-25,Sí
1156,1,84466.68,2017-09-03,Sí
1157,4,165474.11,2021-10-13,Sí
1158,5,24690.76,2022-07-07,Sí
1159,4,127456.38,2015-06-29,Sí
1160,5,42129.51,2022-01-29,No
1161,2,206737.25,2024-02-26,No
1162,2,101359.12,2020-07-23,Sí
1163,2,136617.33,2023-12-04,Sí
1164,2,17036.23,2023-12-18,Sí
1165,5,23983.44,2021-07-06,Sí
1166,1,172013.16,2015-12-31,Sí
1167,3,194024.93,2018-07-11,Sí
1168,3,180408.54,2018-06-26,Sí
1169,2,186884.47,2023-03-27,No
1170,1,35108.76,2022-12-25,No
1171,4,176428.2,2025-04-11,Sí
1172,1,53619.42,2021-12-31,No
1173,4,33523.7,2022-05-25,Sí
1174,3,191718.6,2023-03-03,Sí
1175,1,223457.47,2023-05-30,Sí
1176,1,182010.38,2016-03-22,Sí
1177,3,203337.63,2022-02-18,Sí
1178,1,247861.16,2023-02-12,No
1179,4,42341.42,2025-05-10,Sí
1180,1,241636.61,2023-02-02,Sí
1181,4,154287.47,2015-12-14,Sí
1182,2,205180.76,2020-03-16,Sí
1183,1,166040.6,2021-11-28,Sí
1184,4,146809.07,2023-09-10,Sí
1185,3,178868.56,2016-03-13,Sí
1186,2,86862.08,2016-06-02,Sí
1187,1,231825.17,2018-05-10,Sí
1188,4,37670.22,2016-10-30,Sí
1189,1,86327.48,2015-12-08,Sí
1190,4,17478.96,2019-03-21,Sí
1191,1,75117.53,2019-02-08,Sí
1192,2,62371.14,2018-10-02,No
1193,2,21911.41,2018-10-14,Sí
1194,1,128025.78,2018-05-26,No
1195,1,122472.65,2019-02-24,No
1196,5,28658.91,2024-01-13,No
1197,1,72844.13,2018-11-20,Sí
1198,1,238797.32,2015-08-10,Sí
1199,2,36576.79,2022-06-24,Sí
1200,1,83204.48,2020-12-30,Sí
1201,3,18606.98,2018-03-17,No
1202,1,45732.93,2020-12-11,Sí
1203,5,177855.31,2020-02-03,No
1204,4,98011.96,2018-02-02,Sí
1205,2,118498.38,2022-12-22,Sí
1206,3,47674.81,2024-08-29,Sí
1207,4,173713.64,2018-06-01,Sí
1208,3,190365.18,2016-11-22,Sí
1209,2,53466.89,2019-12-16,Sí
1210,5,20798.43,2017-11-04,Sí
1211,2,29425.87,2024-05-29,Sí
1212,3,167690.98,2017-10-08,Sí
1213,3,42522.54,2015-12-10,Sí
1214,2,128540.52,2023-07-04,Sí
1215,1,46633.97,2021-11-11,Sí
1216,2,50835.53,2025-04-27,Sí
1217,5,11046.52,2022-10-30,Sí
1218,2,86997.82,2016-01-13,Sí
1219,4,31551.34,2018-07-10,Sí
1220,1,104550.71,2023-11-01,Sí
1221,4,153468.23,2020-02-09,Sí
1222,2,98207.67,2022-10-09,Sí
1223,1,179219.59,2016-11-24,Sí
1224,4,187948.42,2015-10-08,Sí
1225,4,177185.53,2018-02-07,Sí
1226,1,234811.25,2019-07-17,Sí
1227,1,66950.63,2024-07-22,Sí
1228,3,55469.55,2016-03-07,Sí
1229,1,156330.76,2023-03-21,No
1230,2,152770.48,2021-11-26,Sí
1231,5,132423.6,2017-01-26,Sí
1232,3,11044.77,2021-10-14,Sí
1233,1,143257.18,2019-01-01,Sí
1234,5,233871.53,2017-07-23,No
1235,3,90298.65,2025-05-10,Sí
1236,2,242223.81,2016-09-14,No
1237,5,95621.6,2024-01-17,Sí
1238,1,43565.08,2023-09-22,Sí
1239,1,105616.82,2021-06-27,Sí
1240,2,128706.72,2020-12-02,No
1241,3,161071.46,2022-09-07,Sí
1242,5,131170.76,2024-07-08,Sí
1243,2,138812.47,2023-10-27,Sí
1244,3,15776.09,2015-12-25,Sí
1245,4,70868.84,2022-08-13,Sí
1246,4,84567.2,2018-04-24,Sí
1247,3,246901.25,2018-12-19,Sí
1248,1,80936.26,2016-10-23,Sí
1249,1,225178.92,2024-08-20,No
1250,4,83136.69,2023-07-16,Sí
1251,1,33066.48,2018-07-29,No
1252,1,69428.18,2016-02-20,Sí
1253,3,75478.81,2022-04-17,Sí
1254,3,244779.66,2022-08-17,No
1255,1,171829.96,2018-03-21,No
1256,3,233603.44,2017-07-07,Sí
1257,5,210398.81,2017-07-01,Sí
1258,4,148863.64,2016-08-31,Sí
1259,5,172093.1,2017-05-27,Sí
1260,5,159960.93,2023-06-14,Sí
1261,1,169903.13,2023-03-26,Sí
1262,1,73545.68,2016-02-24,No
1263,5,107950.03,2021-04-20,Sí
1264,5,152227.79,2023-12-17,Sí
1265,2,18622.83,2015-06-03,Sí
1266,2,125880.38,2020-08-17,Sí
1267,4,216334.46,2022-06-04,Sí
1268,5,128168.25,2016-11-30,No
1269,3,142557.61,2023-08-12,Sí
1270,2,58457.23,2021-08-11,Sí
1271,1,200642.4,2022-03-03,No
1272,5,96130.79,2018-04-16,Sí
1273,3,239581.01,2023-04-16,No
1274,3,248491.55,2020-10-27,Sí
1275,3,229840.13,2015-06-20,Sí
1276,1,30370.42,2020-03-11,Sí
1277,2,89963.96,2023-10-07,No
1278,3,236833.03,2016-02-29,No
1279,2,203087.99,2017-02-07,Sí
1280,4,228684.06,2022-08-01,Sí
1281,1,147412.77,2017-10-03,No
1282,2,125295.42,2022-06-05,Sí
1283,2,35559.12,2015-08-23,Sí
1284,3,211473.17,2021-12-01,Sí
1285,3,188833.97,2022-11-28,No
1286,1,24130.38,2021-04-16,Sí
1287,2,60259.5,2021-07-08,Sí
1288,5,143746.62,2017-11-11,No
1289,3,174256.58,2023-11-10,Sí
1290,3,43040.86,2019-10-12,Sí
1291,4,68757.96,2024-04-24,Sí
1292,1,56346.45,2020-11-07,No
1293,2,62799.32,2024-11-27,Sí
1294,2,230971.15,2021-01-13,Sí
1295,2,181796.7,2023-07-29,Sí
1296,3,186905.68,2023-01-04,Sí
1297,1,200558.87,2017-09-25,No
1298,2,95577.53,2020-11-10,Sí
1299,5,194124.31,2023-09-29,Sí
1300,4,244819.21,2021-10-05,Sí
1301,4,177614.62,2023-11-26,Sí
1302,2,110020.75,2023-01-17,No
1303,3,181926.35,2019-08-03,Sí
1304,4,226190.73,2016-02-23,Sí
1305,4,40902.77,2025-01-04,Sí
1306,4,73670.72,2025-01-16,Sí
1307,4,230631.09,2025-05-25,Sí
1308,2,237095.9,2024-06-04,No
1309,1,126193.39,2018-02-15,Sí
1310,1,99892.23,2024-02-06,Sí
1311,3,77867.63,2022-04-22,Sí
1312,5,129700.37,2019-09-27,No
1313,1,234287.48,2018-03-21,Sí
1314,5,45954.31,2021-08-02,Sí
1315,1,110759.35,2019-03-23,Sí
1316,1,228785.89,2022-07-13,Sí
1317,3,93788.62,2023-03-06,Sí
1318,4,194339.54,2016-03-24,No
1319,3,103422.35,2019-04-01,Sí
1320,1,203182.4,2022-01-26,Sí
1321,4,245440.56,2018-02-03,Sí
1322,4,103077.28,2020-10-26,Sí
1323,4,212823.68,2022-02-19,Sí
1324,5,247220.04,2022-11-12,Sí
1325,1,246119.23,2024-05-27,Sí
1326,2,114105.06,2020-05-02,Sí
1327,3,126582.67,2024-09-08,Sí
1328,5,82816.37,2016-11-15,Sí
1329,3,85364.5,2023-06-13,Sí
1330,2,128192.95,2020-05-11,Sí
1331,4,58124.46,2023-01-08,Sí
1332,2,180669.59,2023-01-20,No
1333,3,138714.05,2023-04-30,Sí
1334,2,225536.29,2023-12-11,Sí
1335,1,204539.78,2018-11-20,No
1336,2,87393.07,2025-04-07,Sí
1337,1,131393.11,2020-03-11,Sí
1338,2,190123.58,2024-06-04,Sí
1339,1,56368.03,2015-09-17,Sí
1340,1,17583.46,2023-01-11,Sí
1341,2,214553.09,2023-09-13,Sí
1342,5,43012.06,2021-10-01,Sí
1343,4,223458.74,2016-11-27,Sí
1344,4,229265.93,2022-07-19,No
1345,4,120568.11,2016-10-29,Sí
1346,1,203627.61,2025-02-09,Sí
1347,4,97165.9,2025-04-06,Sí
1348,1,215983.49,2023-04-04,Sí
1349,5,207923.65,2018-09-18,Sí
1350,2,28844.41,2020-11-05,Sí
1351,2,149824.42,2016-06-01,Sí
1352,1,163599.74,2024-10-15,Sí
1353,1,10205.75,2018-07-19,Sí
1354,5,245180.4,2018-04-10,Sí
1355,4,107576.22,2025-03-23,Sí
1356,5,134162.37,2020-03-12,Sí
1357,2,56752.98,2022-12-25,Sí
1358,2,156620.46,2022-06-05,Sí
1359,4,204548.77,2024-04-27,Sí
1360,2,150614.16,2023-04-11,Sí
1361,1,199128.41,2016-03-31,No
1362,2,185465.91,2022-11-24,Sí
1363,3,67037.87,2016-07-04,Sí
1364,4,114595.08,2015-06-17,Sí
1365,4,45670.45,2021-06-24,Sí
1366,4,20064.61,2016-10-29,Sí
1367,3,25136.55,2016-03-11,Sí
1368,5,236199.98,2019-09-29,Sí
1369,1,246288.99,2018-05-10,Sí
1370,4,32794.6,2021-04-25,No
1371,2,90446.42,2023-04-02,Sí
1372,1,37460.96,2020-01-25,Sí
1373,2,210214.92,2024-12-30,Sí
1374,1,129111.3,2016-04-13,Sí
1375,1,159102.82,2023-01-21,Sí
1376,2,139578.61,2016-07-01,Sí
1377,2,180460.86,2015-10-27,Sí
1378,1,86591.74,2021-11-30,Sí
1379,4,42998.41,2018-07-14,Sí
1380,2,14228.8,2024-04-01,Sí
1381,3,116966.29,2024-10-10,Sí
1382,3,227880.26,2024-04-03,Sí
1383,1,83263.97,2023-09-23,Sí
1384,5,57029.64,2016-09-08,Sí
1385,1,232250.26,2023-04-24,Sí
1386,1,35307.67,2022-09-24,Sí
1387,4,22432.25,2022-03-30,Sí
1388,4,221059.16,2021-02-19,Sí
1389,5,178218.25,2022-12-16,Sí
1390,5,111296.47,2023-03-12,Sí
1391,5,190562.55,2024-08-03,Sí
1392,5,187945.59,2017-08-28,Sí
1393,5,19614.54,2017-06-18,Sí
1394,1,172299.23,2015-10-11,Sí
1395,1,163809.37,2021-08-26,Sí
